comtrs	3101	4101	2503	2501	1224	1123	1212	2304	4105	3301	3307	1116	1321	1344	2303	2305	2306	2103	3303	4103	3201	1333	2202	2105	2102	7500	2401	7200	1342	2301	1215	1111	1331	1311	3104	1121	1221	1112	2201	2502	1232	2405	1231	1341	4104	1117	4202	1222	1223	1213	3302	1313	1322	2404	3306	1124	1312	3304	2403	2406	4203	2104	2101	1114	1227	7301	2302	7501	1118	1343	3100	3106	4204	4100	2203
10M14S12E35	255.05984766050054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	384.94015233949943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M13S22E35	14.4180225281602	138.57321652065082	249.11138923654568	0.0	0.0	0.0	0.0	31.239048811013767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.806007509386734	0.0	177.82227784730912	0.0	0.0	0.0	0.0	0.0	0.0	24.030037546933666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M17S22E06	90.41769041769042	0.0	91.2039312039312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.45700245700246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.46437346437347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.45700245700246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M13S14E35	103.2258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.6774193548387	0.0	0.0	0.0	0.0	0.0	0.0	20.64516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.4516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M16S21E24	45.0	0.0	579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M17S21E12	264.93023255813955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.70542635658915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.27906976744185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.70542635658915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.37984496124031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M15S14E07	220.68965517241378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.5632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272.18390804597703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.5632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M15S14E02	119.16583912611718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.16981132075472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.6643495531281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10M14S14E34	343.8395415472779	0.0	0.0	0.0	0.0	204.46991404011462	0.0	0.0	0.0	0.0	68.76790830945559	0.0	0.0	22.922636103151863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
